summary,aspect,explain,answer,score,mean_score,gt_score
"['Luigi Costa, 71, is accused of murdering his elderly neighbour Terrence Freebody in the dining room of his home on Mugga Way, Red Hill, Canberra in July 2012. The accused is on trial for the murder of his neighbour.', 'Luigi Costa, 71, is accused of murdering his elderly neighbour Terrence Freebody in the dining room of his home on Mugga Way, Red Hill, Canberra in July 2012. The accused is on trial for the murder of his neighbour.', 'Luigi Costa, 71, is accused of murdering his elderly neighbour Terrence Freebody in the dining room of his home on Mugga Way, Red Hill, Canberra in July 2012. The accused is on trial for the murder of his neighbour.']","['1. 71-year-old Luigi Costa accused of viciously murdering his elderly neighbor Terrence Freebody in 2012.', '2. Costa allegedly suffering from dementia and alcohol abuse at the time of the murder.', ""3. Professor Paul Mullen believes Costa's state of mind was deteriorating leading up to and during the incident.""]","['71-year-old Luigi Costa is on trial for the alleged murder of his elderly neighbor, Terrence Freebody, in 2012, at their residential location in Red Hill, Canberra.', ""Luigi Costa, the accused, was allegedly suffering from dementia and alcohol abuse when the murder took place, suggesting possible mitigating factors in the trial's consideration."", ""Professor Paul Mullen suggests that Costa's mental state was worsening before and during the incident, leading to the alleged murder of his elderly neighbor.""]","['Yes, the summary contains the content of your sentence.', 'No', 'No.']","[4, 1, 1]",2.0,4.66666666665
"[""within ten minutes of tomorrow night 's episode , fans will see aidan turner 's dashing ross poldark gaze lovingly at his new baby daughter . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition ."", ""within ten minutes of tomorrow night 's episode , fans will see aidan turner 's dashing ross poldark gaze lovingly at his new baby daughter . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition ."", ""within ten minutes of tomorrow night 's episode , fans will see aidan turner 's dashing ross poldark gaze lovingly at his new baby daughter . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition .""]","[""1. Demelza Poldark becomes the proud mother to the show's latest addition, a baby daughter."", ""2. Fans will see Aidan Turner's Ross Poldark expressing his love for his new baby daughter."", ""3. The timeline of Demelza's pregnancy is questioned, with the pregnancy announcement and birth happening within a short time span.""]","['Demelza Poldark welcomes her baby daughter in an episode airing tomorrow night, which will show Ross Poldark gazing lovingly at his newborn.', 'In the episode, Ross Poldark shows affection towards his new baby daughter, whom Demelza Poldark has recently given birth to.', ""The timeline of Demelza's pregnancy is questioned as it appears to progress quickly, with an announcement and birth happening in a short span of time.""]","['Yes', ""The summary does not contain the context you've requested for."", 'No, the given summary does not directly communicate the core idea of the aspect.']","[4, 1, 1]",2.0,3.91666666665
"['kaitlyn granado , 24 , a teacher at macarthur high school in irving , was first arrested on march 19 for having an inappropriate relationship with a 15-year-old student , and was released on bail . now she has been arrested again after another pupil , also aged 15 , also accused granado of having sex with him on two consecutive nights in january . granado was arrested last month when she admitted kissing another boy , also 15 , and lettin him touch her breasts .', 'kaitlyn granado , 24 , a teacher at macarthur high school in irving , was first arrested on march 19 for having an inappropriate relationship with a 15-year-old student , and was released on bail . now she has been arrested again after another pupil , also aged 15 , also accused granado of having sex with him on two consecutive nights in january . granado was arrested last month when she admitted kissing another boy , also 15 , and lettin him touch her breasts .', 'kaitlyn granado , 24 , a teacher at macarthur high school in irving , was first arrested on march 19 for having an inappropriate relationship with a 15-year-old student , and was released on bail . now she has been arrested again after another pupil , also aged 15 , also accused granado of having sex with him on two consecutive nights in january . granado was arrested last month when she admitted kissing another boy , also 15 , and lettin him touch her breasts .']","['1. Texas math teacher Kaitlyn Granado, 24, arrested for alleged two-night sex with 15-year-old student in January.', '2. Granado first arrested in March for inappropriate relationship with another 15-year-old student.', '3. Second set of charges against Granado for another alleged sexual relationship with a 15-year-old student.']","['Texas math teacher Kaitlyn Granado, 24, has been arrested for allegedly having sex with a student twice in January, when the 15-year-old was 15.', 'Kaitlyn Granado, teacher at Macarthur High School, was arrested in March for having an inappropriate relationship with a 15-year-old student.', 'Kaitlyn Granado, a 24-year-old teacher accused of having an inappropriate relationship with a 15-year-old student in March, has now been arrested for a second time relating to an alleged sexual relationship with another 15-year-old student in January.']","['Yes, the summary contains the context of this sentence.', 'Yes, the summary contains the context of this sentence.', 'Yes']","[4, 4, 4]",4.0,4.08333333335
"['everton defeated burnley 1-0 in their premier league clash on saturday . ross barkley missed from the spot in the 10th minute at goodison park . the toffees boss roberto martinez was forced to defend his player . leighton baines has scored 15 penalties from 16 attempts in the league .', 'everton defeated burnley 1-0 in their premier league clash on saturday . ross barkley missed from the spot in the 10th minute at goodison park . the toffees boss roberto martinez was forced to defend his player . leighton baines has scored 15 penalties from 16 attempts in the league .', 'everton defeated burnley 1-0 in their premier league clash on saturday . ross barkley missed from the spot in the 10th minute at goodison park . the toffees boss roberto martinez was forced to defend his player . leighton baines has scored 15 penalties from 16 attempts in the league .']","[""1. Ross Barkley missed a penalty in Everton's 1-0 win against Burnley, with manager Roberto Martinez defending the selection."", '2. Barkley took the penalty instead of Leighton Baines, who has scored 15 penalties from 16 attempts in the Premier League.', '3. Martinez trusts multiple players to take penalties, and Barkley showed responsibility during the match.']","[""Ross Barkley missed a penalty in Everton's 1-0 win against Burnley, with manager Roberto Martinez defending the selection. This is concerning because it was an important opportunity for Everton to score, and Barkley's miss could potentially affect his future penalty taker choices by the manager."", 'In the Everton vs. Burnley match, on Saturday, Ross Barkley missed a penalty instead of Leighton Baines, who has an impressive record with 15 out of 16 scored penalties in the Premier League.', ""While Barkley missed one penalty, Martinez's trust in multiple penalty-takers, including Barkley, was evident during the match, demonstrating responsibility.""]","['The summary contains the context of this sentence by mentioning that Ross Barkley missed a penalty in the 1-0 win against Burnley and that Roberto Martinez defended the selection. This shows that the situation you described in your sentence is present in the summary.', 'Yes, the summary does contain the context of this sentence.', 'No, the summary does not directly contain the context or focus on the trust and responsibility aspects mentioned in the given aspect.']","[4, 4, 1]",3.0,4.5
"['mark clattenburg will take charge of the manchester derby on sunday . the english referee sent off vincent kompany for belgium against israel . tyler blackcett and luke shaw have also been sent off for united . clattenburg will be joined by assistants simon beck and jake collin . jonathan moss will serve as the fourth official at old trafford .', 'mark clattenburg will take charge of the manchester derby on sunday . the english referee sent off vincent kompany for belgium against israel . tyler blackcett and luke shaw have also been sent off for united . clattenburg will be joined by assistants simon beck and jake collin . jonathan moss will serve as the fourth official at old trafford .', 'mark clattenburg will take charge of the manchester derby on sunday . the english referee sent off vincent kompany for belgium against israel . tyler blackcett and luke shaw have also been sent off for united . clattenburg will be joined by assistants simon beck and jake collin . jonathan moss will serve as the fourth official at old trafford .']","['1. Referee Clattenburg appointed to Manchester derby, having sent off three players from United and City this season.', ""2. Clattenburg has courted controversy but generally regarded as one of the Premier League's leading referees."", '3. The Manchester derby could determine the second-place finisher, with United winning their last five games and City struggling since January.']","['Referee Clattenburg is appointed to the Manchester derby, where he has already sent off three players from United and City this season.', ""Clattenburg, one of the Premier League's leading referees, has faced criticism but is known for his performances."", 'The Manchester derby, which involves Manchester United and Manchester City, might be crucial in determining the second-place finisher since United has been winning their recent games and City has struggled since January.']","['The summary contains the context of this sentence.', ""No, the summary does not convey the stated sentence's context."", 'The Manchester derby, which involves Manchester United and Manchester City, might be crucial in determining the second-place finisher since United has been winning their recent games and City has struggled since January.']","[4, 1, 4]",3.0,4.16666666665
"['-lrb- cnn -rrb- the parents of the youngest victim of the boston marathon bombings are making an emotional , passionate plea to take the death penalty off the table for the man convicted in the case . last week , dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings at the 2013 race and the dramatic violence that dragged out for days afterward . a look at all of the charges .', '-lrb- cnn -rrb- the parents of the youngest victim of the boston marathon bombings are making an emotional , passionate plea to take the death penalty off the table for the man convicted in the case . last week , dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings at the 2013 race and the dramatic violence that dragged out for days afterward . a look at all of the charges .', '-lrb- cnn -rrb- the parents of the youngest victim of the boston marathon bombings are making an emotional , passionate plea to take the death penalty off the table for the man convicted in the case . last week , dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings at the 2013 race and the dramatic violence that dragged out for days afterward . a look at all of the charges .']","['1. Parents of youngest Boston Marathon victim appeal for death penalty removal.', '2. Tsarnaev found guilty on 30 charges related to 2013 bombings.', '3. Richard family pleads for life sentence in exchange for dropping appeals.']","['Parents of the youngest victim of the Boston Marathon bombings appeal to remove the death penalty option from the case of Dzhokhar Tsarnaev, who was recently found guilty on all 30 charges related to the bombings and the subsequent violence.', 'Dzhokhar Tsarnaev was found guilty on 30 charges for his involvement in the 2013 Boston Marathon bombings, which led to weeks of violence.', 'The Richard family, parents of the youngest victim in the Boston Marathon bombings, are asking for a life sentence instead of the death penalty for Dzhokhar Tsarnaev in exchange for dropping appeals.']","['Yes, the summary contains the context of the given sentence. However, it may be phrased more concisely as mentioned in my response.', 'Yes, the summary contains the context of the given sentence.', 'Yes']","[4, 4, 4]",4.0,4.333333333325
"[""vanessa santillan 's body was found in a # 400,000 flat in fulham , south west london , at the end of march . the 33-year-old mexican national , who worked as a transgender escort , died as a result of injuries to the head and neck . her body was found in a flat in fulham having been strangled and beaten to death ."", ""vanessa santillan 's body was found in a # 400,000 flat in fulham , south west london , at the end of march . the 33-year-old mexican national , who worked as a transgender escort , died as a result of injuries to the head and neck . her body was found in a flat in fulham having been strangled and beaten to death ."", ""vanessa santillan 's body was found in a # 400,000 flat in fulham , south west london , at the end of march . the 33-year-old mexican national , who worked as a transgender escort , died as a result of injuries to the head and neck . her body was found in a flat in fulham having been strangled and beaten to death .""]","['1. 33-year-old transgender escort Vanessa Santillan was found strangled and beaten in a £400,000 flat in Fulham, London.', '2. A 23-year-old man was arrested in connection with the death but bailed, and Scotland Yard is appealing for anyone who had contact with her before her death.', '3. Miss Santillan talked of her love for London and Paris on social media, and the investigation is ongoing.']","['33-year-old Vanessa Santillan, a transgender escort, was found deceased in a £400,000 flat in Fulham, London, after sustaining head and neck injuries resulting from strangulation and beatings.', 'A 23-year-old man was arrested for the murder of Vanessa Santillan, a transgender escort, but released on bail. Scotland Yard is now asking for any information from those who had contact with her before her death.', 'Miss Santillan expressed her affection for London and Paris on social media, and the investigation into her death continues.']","['Yes', 'Yes', 'Yes, the summary contains the context of the sentence provided: ""Miss Santillan talked of her love for London and Paris on social media, and the investigation is ongoing.""']","[4, 4, 4]",4.0,4.25
"[""no less than 13 out of the 22 players on show at kick-off were english . callum gribbin was the matchwinner for manchester united . entry was free and close to 1,000 gathered on the seats and terraces . altrincham 's compact 6,000-capacity home may not be old trafford . first blood to united after their under 18s saw off city 1-0 ."", ""no less than 13 out of the 22 players on show at kick-off were english . callum gribbin was the matchwinner for manchester united . entry was free and close to 1,000 gathered on the seats and terraces . altrincham 's compact 6,000-capacity home may not be old trafford . first blood to united after their under 18s saw off city 1-0 ."", ""no less than 13 out of the 22 players on show at kick-off were english . callum gribbin was the matchwinner for manchester united . entry was free and close to 1,000 gathered on the seats and terraces . altrincham 's compact 6,000-capacity home may not be old trafford . first blood to united after their under 18s saw off city 1-0 .""]","[""1. United wins under 18's match against City with a score of 1-0, highlighting its young talent."", '2. The match showcased a mix of English and Mancunian players, and Moss Lane was the location.', '3. The game had an even first half, with Marcus Wood coming close for City and Rashford wasting opportunities for United. Callum Gribbin scored the first goal for United with a free-kick.']","[""Under 18's competition between Manchester United and City witnesses a victory for United with a score of 1-0, showcasing the team's young talent."", '2. The match featured a blend of English and Mancunian players, with Moss Lane serving as the venue.', 'The junior teams of Manchester United and Manchester City played an equal first half, with both teams having opportunities for goals, but it was Callum Gribbin from Manchester United who scored a free-kick and achieved victory.']","[""Yes, I believe the summary contains the context of the sentence, as it mentions United's victory against City with a score of 1-0 and showcasing their young talent."", 'Yes', 'Yes']","[4, 4, 4]",4.0,3.75
"[""Serge Gnabry played 90 minutes for Arsenal Under 21s against Reading . The 19-year-old has not featured for the first team since March last year . The Germany Under-21 international played for Arsenal 's development squad as they lost 1-0 to Reading ."", ""Serge Gnabry played 90 minutes for Arsenal Under 21s against Reading . The 19-year-old has not featured for the first team since March last year . The Germany Under-21 international played for Arsenal 's development squad as they lost 1-0 to Reading ."", ""Serge Gnabry played 90 minutes for Arsenal Under 21s against Reading . The 19-year-old has not featured for the first team since March last year . The Germany Under-21 international played for Arsenal 's development squad as they lost 1-0 to Reading .""]","['1. Serge Gnabry is getting ""better and better"" as he prepares for his return to the team. ', '2. The 19-year-old midfielder, who impressed last season, has been out for over a year due to a serious knee injury.', '3. Gnabry recently played for Arsenal Under 21s and is over his injury worries, looking forward to the next game.']","[""Serge Gnabry's performance in the 19-year-old's 90-minute match for Arsenal's under-21s suggests that he is gradually enhancing his skills, and with the team possibly expecting his return to the first-team, he appears to be progressing well."", 'Serge Gnabry, a 19-year-old promising midfielder, has not featured in the first team since a serious knee injury in March last year, marking his inability to contribute since the incident.', 'Serge Gnabry, the Germany Under-21 player, recently featured in an Arsenal Under 21 game after his injury worries were resolved. He looks forward to the next game.']","['Yes', 'Yes', 'Yes, the summary contains the context of the provided sentence.']","[4, 4, 4]",4.0,4.333333333325
"[""usain bolt will compete at the iaaf/btc world relays in the bahamas . the six-time olympic gold medallist will compete at the relay championship on may 2 and 3 as part of the jamaican team . 'i'm happy to be part of the jamaican team for the iaaf / btc world relays in the bahamas. i am fit, healthy and ready to run,' said bolt ."", ""usain bolt will compete at the iaaf/btc world relays in the bahamas . the six-time olympic gold medallist will compete at the relay championship on may 2 and 3 as part of the jamaican team . 'i'm happy to be part of the jamaican team for the iaaf / btc world relays in the bahamas. i am fit, healthy and ready to run,' said bolt ."", ""usain bolt will compete at the iaaf/btc world relays in the bahamas . the six-time olympic gold medallist will compete at the relay championship on may 2 and 3 as part of the jamaican team . 'i'm happy to be part of the jamaican team for the iaaf / btc world relays in the bahamas. i am fit, healthy and ready to run,' said bolt .""]","['1. Usain Bolt confirms participation in IAAF/BTC World Relays in the Bahamas as part of the Jamaican team.', '2. Bolt aims to bring Jamaica pride with his performance in relay championship.', ""3. JAAA General Secretary expresses delight at Bolt's inclusion in the team and anticipates high-performance by Jamaica.""]","['Core idea: Usain Bolt will be competing in the IAAF/BTC World Relays in the Bahamas from May 2-3 as a part of the Jamaican team, affirming his participation in the event.', ""Usain Bolt attempts to showcase the Jamaican pride through his performance in the 2015 IAAF/BTC World Relays, as he seeks to continue adding to the nation's impressive medal count."", ""The JAAA General Secretary is excited about Usain Bolt's participation in the team and is expecting a strong performance from Jamaica overall.""]","['Yes, the summary contains the context of the core idea mentioned.', ""Yes\n\nBecause it is mentioned in the summary that Usain Bolt wants to participate in the relay championship on May 2 and 3 as part of the Jamaican team, and he says he is 'fit, healthy and ready to run,' which implies that he aims to give his best performance and contribute to Jamaica's standing in the competition."", 'Yes, the summary contains the context of the given sentence, as it mentions Usain Bolt competing in the relay championship as part of the Jamaican team, with the JAAA General Secretary expressing delight. This aligns with the expected strong performance from Jamaica in the team.']","[4, 4, 4]",4.0,4.66666666665
